student_id,course_id,weekly_login_frequency,average_session_time,content_completion_rate,forum_participation_score,assessment_timeliness
17269,14,0.0,22.94,0.29,0.0,0.51
3991,20,1.0,1.0,0.47,0.0,0.51
15241,150,0.0,4.02,0.25,0.0,0.45
7409,86,0.0,3.66,0.63,0.0,0.93
7254,156,0.0,22.49,0.45,0.1,0.45
17201,135,0.0,16.79,0.54,0.0,0.49
2214,103,1.0,21.07,0.21,0.0,0.56
1118,46,0.0,1.0,0.49,0.1,0.51
3684,127,0.0,1.0,0.38,0.0,0.45
13422,159,0.0,8.44,0.3,0.0,0.5
1093,107,0.0,9.67,0.67,0.0,0.53
18528,108,1.0,26.13,0.5,0.0,0.57
10000,68,0.0,8.76,0.45,0.0,0.47
5441,29,1.0,12.11,0.35,0.0,0.57
13648,117,1.0,1.0,0.47,0.0,0.45
12073,20,0.0,1.0,0.33,0.1,0.94
2502,30,0.0,3.34,0.56,0.0,0.47
4215,93,1.0,14.94,0.46,0.0,0.5
3523,101,0.0,4.13,0.39,0.0,0.52
11745,56,0.0,21.99,0.63,0.0,0.62
19640,169,0.0,22.97,0.66,0.0,0.45
17568,81,0.0,14.08,0.71,0.1,0.48
10247,31,1.0,6.72,0.66,0.0,0.57
5596,171,0.0,16.13,0.45,0.0,0.92
17225,134,0.0,6.07,0.5,0.0,0.46
3091,134,1.0,4.46,0.22,0.0,0.44
19884,51,0.0,15.39,0.13,0.0,0.48
15739,117,0.0,10.42,0.47,0.0,0.55
3380,154,0.0,1.0,0.57,0.0,0.51
5609,80,0.0,80.06,0.63,0.1,0.47
11344,27,0.0,22.22,0.54,0.0,0.51
16891,158,1.0,32.3,0.58,0.0,0.54
9384,138,0.0,1.66,0.6,0.0,0.51
1191,53,0.0,6.61,0.61,0.0,0.55
165,20,0.0,30.67,0.3,0.0,0.52
14808,173,1.0,8.96,0.47,0.0,0.65
2541,88,0.0,1.0,0.54,0.0,0.5
19144,155,0.0,11.01,0.85,0.0,0.79
11215,95,0.0,13.54,0.27,0.1,0.53
2000,169,0.0,46.31,0.25,0.0,0.48
1526,47,0.0,8.93,0.63,0.1,0.46
4642,47,0.0,53.89,0.37,0.0,0.48
16180,172,0.0,8.46,0.58,0.0,0.53
2297,16,0.0,33.69,0.46,0.1,0.6
3278,160,1.0,1.0,0.76,0.0,0.45
14144,62,1.0,2.94,0.27,0.0,0.56
9639,121,0.0,4.82,0.6,0.0,0.95
4279,68,0.0,47.0,0.52,0.0,0.5
13572,35,1.0,5.19,0.33,0.0,0.54
10828,19,0.0,23.73,0.39,0.0,0.4
2541,57,1.0,4.78,0.72,0.0,0.43
10644,160,1.0,1.0,0.54,0.0,0.38
14424,97,1.0,20.65,0.72,0.0,0.54
11285,83,0.0,10.95,0.16,0.1,0.52
14969,106,0.0,7.47,0.52,0.0,0.49
899,74,1.0,5.13,0.29,0.0,0.44
9196,74,0.0,27.08,0.33,0.1,0.65
14815,104,1.0,14.74,0.58,0.0,0.49
1262,174,0.0,30.93,0.55,0.0,0.53
11999,5,0.0,9.78,0.69,0.0,0.47
8885,145,1.0,8.81,0.38,0.0,0.87
18066,70,0.0,14.69,0.26,0.0,0.46
6041,84,0.0,4.47,0.82,0.0,0.59
19518,29,0.0,12.17,0.16,0.0,0.55
1750,133,0.0,3.83,0.48,0.0,0.53
18086,160,0.0,49.24,0.66,0.0,0.45
11774,24,0.0,3.95,0.55,0.0,0.46
1764,77,1.0,22.57,0.27,0.0,0.54
1184,112,0.0,1.88,0.54,0.1,0.51
6517,153,0.0,24.7,0.18,0.0,0.48
6308,44,0.0,10.12,0.44,0.1,0.55
15089,96,0.0,9.41,0.47,0.1,0.54
3145,43,0.0,11.94,0.78,0.0,0.41
19500,141,0.0,1.22,0.36,0.0,0.54
4654,99,1.0,23.52,0.3,0.0,0.56
7048,2,1.0,16.64,0.56,0.0,0.45
6913,75,1.0,1.0,0.67,0.0,0.48
3408,128,0.0,2.7,0.36,0.0,0.51
8136,159,0.0,15.97,0.41,0.0,0.58
18192,35,1.0,32.01,0.48,0.0,0.5
17893,100,0.0,37.56,0.77,0.0,0.57
6885,143,0.0,3.63,0.29,0.0,0.44
1290,141,1.0,31.27,0.43,0.0,0.51
16741,131,0.0,6.58,0.5,0.0,0.82
283,105,1.0,4.85,0.56,0.0,0.46
1716,150,0.0,24.38,0.39,0.0,0.43
6452,95,0.0,5.97,0.56,0.1,0.55
12062,2,0.0,17.96,0.24,0.0,0.75
8864,4,0.0,10.66,0.53,0.0,0.51
18079,60,0.0,21.36,0.82,0.0,0.5
3235,7,1.0,10.48,0.37,0.0,0.51
3922,1,0.0,19.14,0.74,0.0,0.41
16849,35,1.0,12.53,0.71,0.0,0.59
18997,35,1.0,4.4,0.27,0.0,0.48
1777,148,1.0,5.62,0.32,0.0,0.45
4948,110,0.0,17.12,0.41,0.0,0.43
19236,32,0.0,8.81,0.42,0.0,0.49
3233,53,0.0,16.86,0.56,0.0,0.47
16923,20,0.0,24.66,0.73,0.0,0.5
7475,32,0.0,78.68,0.24,0.0,0.54
3225,75,0.0,19.36,0.67,0.1,0.43
8004,128,0.0,33.5,0.74,0.0,0.47
6228,69,0.0,1.0,0.24,0.0,0.48
9256,146,1.0,41.94,0.82,0.0,0.52
4136,47,1.0,1.0,0.79,0.0,0.65
3611,161,1.0,42.87,0.87,0.0,0.54
964,174,1.0,5.97,0.51,0.0,0.52
18477,88,0.0,18.22,0.71,0.0,0.49
19340,68,0.0,12.84,0.69,0.0,0.52
10766,59,0.0,25.03,0.32,0.0,0.57
14267,143,0.0,6.45,0.75,0.0,0.44
965,111,0.0,21.95,0.3,0.0,0.55
6240,59,0.0,25.7,0.49,0.0,0.51
242,143,1.0,13.16,0.37,0.0,0.53
11578,29,0.0,6.0,0.72,0.0,0.46
12191,82,0.0,15.67,0.73,0.0,0.75
5798,130,1.0,1.0,0.67,0.0,0.43
4611,97,0.0,11.19,0.76,0.0,0.56
19604,24,0.0,13.02,0.61,0.0,0.51
32,174,0.0,1.34,0.22,0.1,0.57
5532,104,0.0,15.86,0.5,0.0,0.47
16412,125,1.0,27.41,0.45,0.0,0.59
3147,123,1.0,23.04,0.27,0.0,0.55
16336,54,0.0,1.8,0.51,0.0,0.7
17875,60,0.0,9.63,0.66,0.0,0.5
11083,14,1.0,1.76,0.53,0.0,0.5
10140,153,0.0,72.15,0.53,0.0,0.48
19882,17,1.0,3.73,0.77,0.0,0.47
18128,10,0.0,6.65,0.56,0.0,0.48
18025,22,1.0,2.19,0.57,0.0,0.53
475,73,0.0,12.06,0.39,0.0,0.45
7610,92,1.0,4.43,0.82,0.0,0.49
13774,142,1.0,47.04,0.52,0.0,0.53
19943,84,1.0,19.52,0.59,0.0,0.54
19959,160,0.0,1.65,0.59,0.0,0.41
4168,126,1.0,9.5,0.29,0.0,0.38
11847,172,0.0,4.35,0.42,0.0,0.53
19223,9,0.0,79.81,0.56,0.0,0.52
12080,130,0.0,5.94,0.54,0.1,0.58
9788,86,0.0,107.5,0.5,0.1,0.44
17206,34,0.0,11.24,0.34,0.0,0.38
12479,36,1.0,12.02,0.68,0.0,0.49
12545,164,1.0,75.1,0.76,0.0,0.5
12100,42,0.0,13.35,0.26,0.0,0.67
15054,34,0.0,14.17,0.66,0.0,0.51
4435,49,0.0,47.49,0.66,0.0,0.39
455,127,0.0,2.91,0.4,0.0,0.53
15119,69,0.0,15.87,0.36,0.0,0.55
5682,106,0.0,1.0,0.39,0.0,0.48
10203,145,0.0,45.17,0.61,0.0,0.71
19393,55,0.0,29.78,0.77,0.0,0.52
8388,84,0.0,1.0,0.43,0.1,0.59
15314,61,0.0,11.51,0.41,0.0,0.51
19108,118,1.0,43.24,0.81,0.0,0.78
203,3,0.0,16.22,0.31,0.0,0.57
5662,121,0.0,7.52,0.74,0.1,0.51
2273,151,1.0,5.0,0.58,0.0,0.51
3081,125,0.0,3.15,0.4,0.0,0.46
19671,165,0.0,2.05,0.35,0.0,0.51
14629,133,0.0,25.36,0.57,0.0,0.53
1625,91,1.0,7.06,0.43,0.0,0.45
9196,166,0.0,24.01,0.53,0.0,0.51
11357,158,1.0,12.13,0.43,0.0,0.55
2605,48,0.0,63.83,0.45,0.0,0.51
10083,43,0.0,5.56,0.36,0.0,0.46
16545,62,0.0,11.17,0.74,0.0,0.41
8434,104,0.0,16.94,0.48,0.0,0.66
15524,166,0.0,24.1,0.46,0.0,0.51
16120,39,1.0,19.56,0.38,0.0,0.49
6710,170,0.0,6.38,0.6,0.0,0.52
6358,21,0.0,11.29,0.49,0.0,0.51
1269,106,0.0,3.4,0.6,0.0,0.43
19277,60,0.0,24.09,0.7,0.0,0.53
7975,143,0.0,19.97,0.6,0.0,0.48
1881,16,1.0,16.32,0.17,0.0,0.53
3916,146,0.0,29.02,0.12,0.0,0.46
14172,90,0.0,12.32,0.66,0.1,0.54
12777,117,0.0,1.56,0.8,0.1,0.53
8401,2,0.0,51.97,0.75,0.0,0.38
18788,178,1.0,30.53,0.66,0.0,0.42
8237,159,1.0,60.96,0.56,0.0,0.57
14266,37,1.0,15.15,0.4,0.0,0.5
16919,166,0.0,8.11,0.63,0.0,0.45
2264,145,1.0,3.3,0.68,0.0,0.39
1436,11,0.0,1.0,0.55,0.0,0.45
19833,47,0.0,4.59,0.55,0.0,0.38
1189,109,0.0,1.86,0.79,0.0,0.42
14212,110,0.0,3.17,0.16,0.1,0.51
5891,56,0.0,8.03,0.24,0.0,0.54
3845,124,0.0,13.32,0.3,0.0,0.51
8729,138,1.0,15.91,0.8,0.0,0.53
16274,1,0.0,3.83,0.19,0.1,0.41
8962,4,1.0,34.03,0.84,0.0,0.53
9261,173,0.0,34.54,0.4,0.0,0.51
4102,1,0.0,15.21,0.4,0.0,0.65
10634,177,0.0,2.1,0.36,0.0,0.61
12933,84,1.0,10.16,0.21,0.0,0.4
567,88,0.0,10.46,0.57,0.0,0.6
19353,134,0.0,5.2,0.38,0.1,0.48
15629,160,0.0,47.36,0.29,0.1,0.7
2355,140,1.0,8.9,0.22,0.0,0.48
17264,133,0.0,1.16,0.54,0.0,0.47
2949,161,1.0,4.81,0.36,0.0,0.46
18615,97,0.0,10.04,0.41,0.0,0.48
5658,64,1.0,29.03,0.81,0.0,0.47
10172,44,0.0,6.5,0.37,0.0,0.45
16117,163,1.0,1.0,0.58,0.0,0.53
13429,171,1.0,12.13,0.51,0.0,0.53
15907,70,1.0,15.28,0.45,0.0,0.5
10412,122,0.0,24.92,0.43,0.0,0.54
18361,54,0.0,11.64,0.64,0.1,0.42
8319,26,0.0,34.33,0.73,0.0,0.55
1942,94,0.0,9.73,0.5,0.1,0.52
18406,121,0.0,12.83,0.38,0.0,0.49
17543,18,0.0,4.8,0.62,0.1,0.42
17469,120,0.0,11.06,0.84,0.0,0.56
12544,84,1.0,16.66,0.66,0.0,0.85
17758,151,1.0,1.91,0.69,0.0,0.6
217,91,0.0,1.74,0.62,0.0,0.62
17456,46,0.0,1.0,0.43,0.1,0.5
17489,159,1.0,21.17,0.53,0.0,0.45
10213,79,0.0,1.86,0.45,0.0,0.53
10306,179,0.0,1.0,0.55,0.1,0.51
4190,98,0.0,12.33,0.19,0.0,0.44
11765,42,0.0,7.25,0.64,0.0,0.54
2140,157,0.0,1.0,0.53,0.0,0.5
3315,105,0.0,1.0,0.57,0.0,0.54
1119,9,1.0,11.04,0.6,0.0,0.41
14316,24,0.0,9.1,0.65,0.0,0.45
1003,7,0.0,61.77,0.53,0.0,0.57
12772,100,0.0,5.67,0.17,0.0,0.51
17686,180,0.0,8.38,0.72,0.0,0.47
2698,92,0.0,1.0,0.21,0.0,0.56
5729,24,0.0,4.12,0.64,0.1,0.6
19873,39,1.0,2.89,0.37,0.0,0.77
7847,79,0.0,15.3,0.47,0.0,0.43
14081,32,1.0,3.1,0.4,0.0,0.42
14511,162,0.0,1.0,0.56,0.0,0.5
16323,119,0.0,21.43,0.74,0.0,0.53
6382,168,0.0,2.49,0.86,0.1,0.86
15840,148,0.0,6.24,0.45,0.1,0.51
12780,20,0.0,33.08,0.78,0.0,0.49
981,29,1.0,1.0,0.32,0.0,0.47
4729,119,1.0,23.46,0.3,0.0,0.46
3198,12,0.0,29.98,0.32,0.0,0.44
8953,2,0.0,1.02,0.73,0.0,0.42
9883,120,0.0,31.96,0.3,0.0,0.49
5262,44,0.0,17.69,0.8,0.1,0.51
3309,76,0.0,10.43,0.62,0.0,0.48
5205,83,0.0,32.99,0.57,0.0,0.48
4740,159,0.0,40.16,0.5,0.0,0.6
19099,80,0.0,2.74,0.71,0.1,0.54
9607,149,0.0,62.15,0.59,0.1,0.49
5409,151,1.0,5.54,0.19,0.0,0.64
8095,72,0.0,10.03,0.58,0.0,0.45
2432,6,0.0,8.92,0.57,0.0,0.49
3818,41,0.0,20.09,0.53,0.0,0.94
9631,179,0.0,23.19,0.65,0.0,0.55
9805,85,1.0,8.23,0.8,0.0,0.52
4222,54,0.0,1.81,0.4,0.0,0.45
16621,48,0.0,15.88,0.39,0.1,0.42
4530,58,1.0,26.26,0.18,0.0,0.54
6550,177,1.0,3.31,0.37,0.0,0.5
14252,142,0.0,7.55,0.45,0.0,0.46
6435,160,0.0,1.51,0.45,0.0,0.49
13108,46,0.0,1.0,0.35,0.0,0.52
1634,41,0.0,6.89,0.23,0.0,0.47
15907,100,0.0,27.86,0.53,0.0,0.53
16743,175,1.0,76.75,0.49,0.0,0.57
10502,34,1.0,15.93,0.29,0.0,0.52
12239,28,0.0,3.21,0.45,0.0,0.47
7691,132,0.05,19.97,0.25,0.0,0.48
12919,21,1.0,3.01,0.3,0.0,0.43
3375,15,0.0,4.08,0.58,0.0,0.44
1712,55,1.0,1.83,0.61,0.0,0.57
13244,146,0.0,24.32,0.64,0.0,0.54
15940,141,1.0,4.84,0.36,0.0,0.57
13246,76,0.0,20.32,0.4,0.0,0.48
17200,53,0.0,28.78,0.75,0.1,0.51
9143,166,1.0,3.89,0.45,0.0,0.52
12319,67,1.0,13.05,0.28,0.0,0.51
6875,45,0.0,2.1,0.3,0.0,0.46
14107,165,0.0,27.77,0.25,0.1,0.65
5936,83,0.0,2.35,0.61,0.1,0.53
9052,132,1.0,1.0,0.65,0.0,0.92
11287,40,0.0,1.4,0.81,0.1,0.46
6584,137,0.0,13.18,0.37,0.0,0.45
9103,115,0.0,12.84,0.13,0.0,0.47
4215,176,1.0,1.2,0.5,0.0,0.51
7368,114,0.0,36.96,0.42,0.1,0.45
3556,12,0.0,3.6,0.49,0.0,0.54
19001,15,0.0,10.67,0.39,0.0,0.48
16674,117,0.0,5.54,0.48,0.1,0.52
7384,57,0.0,5.43,0.31,0.0,0.69
4692,69,0.0,3.31,0.48,0.1,0.65
13046,2,0.0,3.35,0.4,0.0,0.54
3079,79,1.0,1.9,0.79,0.0,0.96
15442,106,1.0,8.88,0.64,0.0,0.51
1577,70,0.0,24.28,0.67,0.0,0.54
10220,70,1.0,51.0,0.25,0.0,0.54
1129,11,1.0,34.39,0.55,0.0,0.42
13173,73,1.0,6.7,0.32,0.0,0.89
6024,95,0.0,6.81,0.26,0.0,0.49
15669,100,0.0,6.71,0.26,0.0,0.41
9817,29,1.0,14.21,0.61,0.0,0.65
1659,153,1.0,24.81,0.25,0.0,0.66
16608,45,0.0,39.85,0.61,0.1,0.41
4289,115,1.0,34.85,0.55,0.0,0.54
16779,137,1.0,2.91,0.53,0.0,0.47
8277,22,0.0,12.35,0.61,0.0,0.73
3784,172,0.0,1.63,0.41,0.1,0.48
6519,15,0.0,11.62,0.46,0.0,0.43
4265,130,1.0,8.89,0.56,0.0,0.57
19807,24,1.0,30.99,0.39,0.0,0.44
9102,63,1.0,3.77,0.55,0.0,0.52
4912,7,1.0,13.87,0.24,0.0,0.39
13552,154,0.0,12.35,0.53,0.0,0.52
14983,131,1.0,11.92,0.64,0.0,0.5
8340,43,1.0,25.67,0.79,0.0,0.49
3219,176,0.0,25.66,0.31,0.0,0.53
17139,169,0.0,1.71,0.31,0.0,0.44
12989,10,0.0,60.07,0.51,0.0,0.68
6114,65,1.0,8.09,0.61,0.0,0.59
7118,23,1.0,1.0,0.21,0.0,0.45
19262,147,0.0,20.22,0.28,0.0,0.54
16677,18,0.0,50.98,0.28,0.1,0.67
17555,166,0.0,13.26,0.29,0.1,0.56
16996,179,0.0,3.26,0.31,0.0,0.51
15207,83,0.0,4.2,0.49,0.0,0.52
8858,54,0.0,31.35,0.79,0.1,0.46
6483,148,0.0,27.11,0.28,0.0,0.5
8204,14,1.0,2.62,0.52,0.0,0.47
377,147,0.0,9.87,0.62,0.0,0.43
15394,130,1.0,75.4,0.37,0.0,0.47
4551,166,1.0,20.37,0.41,0.0,0.57
9365,51,1.0,64.85,0.48,0.0,0.59
158,172,0.0,1.0,0.51,0.0,0.56
6972,1,1.0,5.49,0.18,0.0,0.44
14098,82,0.0,6.72,0.4,0.0,0.46
19567,64,1.0,2.28,0.83,0.0,0.47
2572,21,1.0,7.22,0.68,0.0,0.52
10653,49,0.0,1.44,0.66,0.1,0.43
2930,135,0.0,37.18,0.18,0.0,0.57
4393,39,0.0,19.35,0.3,0.0,0.59
15806,32,1.0,13.26,0.25,0.0,0.56
1620,95,1.0,19.11,0.38,0.0,0.53
14129,26,0.0,48.93,0.49,0.1,0.53
17001,23,0.0,13.4,0.52,0.0,0.53
18041,170,0.0,13.66,0.53,0.0,0.75
11946,105,0.0,21.77,0.42,0.1,0.87
8759,46,0.0,3.99,0.33,0.1,0.44
14459,38,0.0,17.93,0.61,0.0,0.58
3381,108,0.0,3.66,0.32,0.1,0.48
3027,81,0.0,1.0,0.55,0.1,0.47
8920,76,1.0,11.93,0.86,0.0,0.47
1670,119,0.0,10.55,0.43,0.1,0.51
4375,87,1.0,18.85,0.7,0.0,0.46
8405,73,1.0,17.95,0.52,0.0,0.46
13934,66,0.0,7.71,0.5,0.0,0.59
1962,8,1.0,2.72,0.48,0.0,0.51
15431,124,1.0,12.61,0.7,0.0,0.47
976,91,1.0,5.09,0.45,0.0,0.49
1968,110,1.0,25.63,0.51,0.0,0.54
4003,15,0.0,22.93,0.49,0.0,0.56
16035,177,0.0,41.37,0.85,0.0,0.71
1644,15,1.0,35.88,0.12,0.0,0.51
9925,31,0.0,21.86,0.78,0.0,0.46
13548,39,1.0,25.27,0.75,0.0,0.53
11048,173,0.0,6.2,0.27,0.0,0.44
15815,106,0.0,23.98,0.77,0.1,0.49
12656,12,0.0,35.54,0.26,0.0,0.49
1917,62,0.0,6.72,0.67,0.0,0.43
12011,37,1.0,1.0,0.63,0.0,0.49
13022,132,1.0,12.39,0.81,0.0,0.45
11474,58,0.0,9.55,0.19,0.0,0.49
5300,90,0.0,10.44,0.13,0.0,0.5
18343,60,1.0,22.58,0.29,0.0,0.5
6509,174,0.0,17.93,0.18,0.1,0.56
1023,109,0.0,2.22,0.71,0.0,0.5
5427,137,0.0,42.91,0.59,0.1,0.5
1013,7,0.0,21.46,0.45,0.0,0.44
5109,171,0.0,38.19,0.22,0.0,0.45
6866,99,0.0,2.87,0.45,0.0,0.62
2263,179,0.0,37.05,0.67,0.0,0.55
6933,95,0.0,1.0,0.36,0.0,0.46
12542,124,0.0,40.57,0.59,0.1,0.53
2371,132,0.0,1.79,0.72,0.1,0.9
11128,105,0.0,2.21,0.19,0.0,0.53
1869,171,0.0,20.19,0.2,0.1,0.41
5964,136,0.0,14.0,0.7,0.0,0.43
9558,46,0.0,2.15,0.33,0.1,0.96
624,91,0.0,2.29,0.6,0.0,0.6
18523,22,1.0,10.35,0.42,0.0,0.54
13181,48,1.0,5.37,0.27,0.0,0.54
11464,69,0.0,9.31,0.56,0.0,0.55
11651,105,1.0,1.67,0.45,0.0,0.58
14782,75,1.0,11.59,0.84,0.0,0.48
2479,21,1.0,2.25,0.63,0.0,0.55
6518,116,1.0,20.6,0.66,0.0,0.39
9292,38,0.0,16.54,0.38,0.0,0.44
7152,139,0.0,1.0,0.42,0.0,0.6
4451,32,0.0,6.05,0.56,0.0,0.5
19341,119,1.0,18.15,0.5,0.0,0.49
10098,55,0.0,9.19,0.4,0.0,0.46
2781,120,0.0,13.02,0.16,0.0,0.45
3096,113,0.0,18.44,0.83,0.0,0.39
9826,179,0.0,1.0,0.6,0.1,0.5
1413,118,1.0,1.88,0.73,0.0,0.53
3951,100,1.0,46.17,0.61,0.0,0.78
10755,127,0.0,6.74,0.35,0.0,0.58
16046,12,1.0,1.0,0.46,0.0,0.92
6975,109,1.0,37.27,0.51,0.0,0.44
2604,66,0.0,4.7,0.44,0.1,0.46
14656,56,1.0,8.73,0.48,0.0,0.5
18170,80,0.0,24.33,0.7,0.0,0.49
4619,179,0.0,1.7,0.33,0.1,0.54
11999,7,0.0,47.89,0.51,0.0,0.51
18769,23,0.0,25.27,0.45,0.0,0.46
18029,14,0.0,6.96,0.17,0.1,0.53
7759,10,0.0,31.85,0.66,0.1,0.5
17816,113,1.0,5.75,0.55,0.0,0.47
10495,171,1.0,3.4,0.66,0.0,0.59
3639,109,0.0,16.63,0.16,0.1,0.56
2534,26,1.0,53.39,0.46,0.0,0.54
15423,126,1.0,8.91,0.56,0.0,0.48
15259,50,0.0,31.35,0.49,0.0,0.48
14920,25,1.0,20.86,0.19,0.0,0.48
18101,147,0.0,1.0,0.6,0.0,0.58
5907,95,0.0,4.07,0.49,0.0,0.49
12119,80,0.0,7.35,0.58,0.0,0.53
3920,17,0.0,20.24,0.7,0.1,0.5
15129,32,0.0,3.8,0.34,0.1,0.53
16918,156,0.0,5.61,0.44,0.0,0.59
18891,17,0.0,4.85,0.55,0.0,0.48
2580,120,0.0,1.29,0.51,0.0,0.5
14060,98,0.0,20.89,0.5,0.1,0.48
18323,62,0.0,13.22,0.33,0.0,0.51
4236,144,1.0,1.0,0.64,0.0,0.51
7026,34,0.0,16.6,0.54,0.1,0.75
16476,53,1.0,9.83,0.4,0.0,0.54
16734,59,0.0,3.73,0.51,0.0,0.54
17964,129,1.0,7.18,0.36,0.0,0.52
15457,94,1.0,3.55,0.42,0.0,0.54
12416,91,0.0,28.0,0.4,0.0,0.58
3301,1,0.0,22.62,0.6,0.0,0.46
13165,143,0.0,5.3,0.71,0.0,0.47
19625,116,1.0,5.95,0.31,0.0,0.46
15946,63,0.0,14.26,0.64,0.0,0.43
14466,45,0.0,58.74,0.31,0.0,0.48
2352,114,0.0,19.29,0.33,0.1,0.45
12265,163,0.0,3.29,0.71,0.0,0.6
19358,34,0.0,13.07,0.25,0.0,0.55
18663,84,1.0,74.44,0.69,0.0,0.56
15752,26,1.0,10.4,0.31,0.0,0.5
14168,168,1.0,14.27,0.31,0.0,0.52
19425,67,0.0,5.61,0.22,0.0,0.53
16809,18,0.0,1.0,0.5,0.0,0.39
3968,36,0.0,7.58,0.35,0.0,0.49
1011,46,0.0,6.96,0.35,0.0,0.56
3900,179,1.0,12.71,0.62,0.0,0.46
12839,40,0.0,30.65,0.27,0.0,0.46
627,89,0.0,3.9,0.54,0.1,0.47
17275,81,0.0,1.0,0.71,0.0,0.42
12257,35,0.0,27.92,0.43,0.0,0.6
10795,167,0.0,3.45,0.25,0.0,0.48
15113,56,0.0,9.64,0.38,0.0,0.54
13088,12,0.0,1.0,0.83,0.0,0.47
7673,104,0.0,31.34,0.3,0.0,0.49
3327,33,0.0,6.18,0.49,0.0,0.45
4492,59,0.0,2.97,0.11,0.0,0.51
16279,35,0.0,10.66,0.68,0.0,0.5
659,142,0.0,4.57,0.18,0.1,0.52
4494,169,0.0,6.22,0.35,0.0,0.53
15465,2,1.0,11.24,0.25,0.0,0.46
15108,77,1.0,18.88,0.73,0.0,0.43
3053,24,0.0,5.37,0.45,0.0,0.47
12332,179,0.0,28.04,0.55,0.0,0.5
4955,37,0.0,2.09,0.48,0.1,0.6
14621,7,1.0,10.77,0.57,0.0,0.48
2860,152,0.0,42.96,0.25,0.1,0.52
1795,146,0.0,13.23,0.69,0.0,0.6
17767,127,0.0,2.03,0.29,0.0,0.42
383,11,1.0,10.14,0.51,0.0,0.58
1111,65,0.0,10.07,0.28,0.0,0.53
5589,116,0.0,1.0,0.43,0.0,0.46
8582,14,0.03,1.0,0.41,0.0,0.48
3244,14,0.0,25.82,0.42,0.0,0.52
19448,16,0.0,10.73,0.39,0.0,0.44
10200,167,1.0,2.3,0.56,0.0,0.87
1720,1,0.0,2.23,0.48,0.0,0.52
12166,31,0.0,4.06,0.72,0.0,0.53
3763,109,1.0,11.4,0.83,0.0,0.5
7700,20,0.0,7.82,0.38,0.1,0.49
16556,151,0.0,9.65,0.5,0.1,0.51
11290,10,1.0,1.0,0.47,0.0,0.66
19578,76,1.0,1.21,0.19,0.0,0.48
15093,165,1.0,21.92,0.65,0.0,0.49
19034,84,0.0,15.98,0.3,0.0,0.42
19556,11,0.0,38.14,0.36,0.0,0.42
6342,128,1.0,39.25,0.61,0.0,0.41
7998,101,1.0,7.31,0.62,0.0,0.52
19624,73,0.0,8.6,0.24,0.0,0.69
12411,84,1.0,1.0,0.71,0.0,0.46
2890,120,0.0,5.36,0.4,0.0,0.39
10129,19,0.0,7.44,0.7,0.0,0.43
13461,125,1.0,7.59,0.53,0.0,0.5
11619,167,0.0,28.08,0.32,0.0,0.52
11922,102,0.0,21.34,0.44,0.0,0.46
9982,95,1.0,6.34,0.32,0.0,0.51
3558,87,0.0,9.89,0.44,0.0,0.37
16370,116,0.0,3.36,0.36,0.0,0.52
2868,180,0.0,57.79,0.66,0.0,0.54
5060,58,1.0,29.53,0.15,0.0,0.55
2104,162,0.0,1.95,0.28,0.1,0.61
8925,109,0.0,8.82,0.55,0.0,0.54
11459,50,0.0,2.75,0.65,0.0,0.44
18022,73,0.0,14.35,0.51,0.0,0.46
11675,134,0.0,18.64,0.52,0.0,0.5
16116,16,0.0,2.33,0.27,0.1,0.49
16430,15,1.0,4.36,0.32,0.0,0.52
9595,55,0.0,17.25,0.28,0.0,0.43
10110,33,0.0,4.27,0.69,0.0,0.53
16143,36,0.0,40.19,0.24,0.0,0.64
8273,104,0.0,8.07,0.47,0.1,0.43
13679,74,0.0,7.89,0.7,0.0,0.56
9665,114,0.0,8.01,0.39,0.0,0.58
18509,43,0.0,16.01,0.44,0.0,0.52
13170,62,1.0,84.01,0.8,0.0,0.6
15764,152,1.0,1.0,0.68,0.0,0.54
8910,158,0.0,67.28,0.73,0.0,0.47
187,170,1.0,4.1,0.54,0.0,0.48
9671,142,1.0,4.21,0.35,0.0,0.44
5664,120,0.0,35.12,0.3,0.1,0.52
17060,44,0.0,51.4,0.67,0.0,0.54
12667,72,0.0,3.72,0.49,0.0,0.58
9669,43,0.0,14.79,0.65,0.1,0.56
19046,133,0.0,22.36,0.78,0.1,0.42
18424,74,0.0,17.07,0.33,0.1,0.42
14066,92,0.0,4.29,0.35,0.0,0.54
11124,131,1.0,29.23,0.6,0.0,0.46
11880,168,0.0,66.16,0.3,0.0,0.56
9601,104,1.0,7.15,0.18,0.0,0.6
15443,113,0.0,17.15,0.36,0.0,0.92
13401,86,0.0,2.74,0.76,0.0,0.51
11309,172,1.0,5.08,0.45,0.0,0.7
9069,93,0.0,1.85,0.51,0.0,0.54
17746,1,0.0,12.7,0.4,0.0,0.5
16708,14,0.0,14.65,0.72,0.0,0.48
1807,22,0.0,4.59,0.57,0.0,0.44
14519,6,0.0,14.48,0.45,0.0,0.53
14602,15,0.0,49.0,0.58,0.0,0.47
12946,122,0.0,6.14,0.66,0.0,0.44
19183,137,1.0,3.92,0.76,0.0,0.46
2862,149,0.0,3.92,0.41,0.1,0.53
10403,84,0.0,3.73,0.52,0.0,0.49
7751,115,1.0,29.13,0.78,0.0,0.52
2584,70,0.0,5.53,0.6,0.0,0.8
17143,113,0.0,6.37,0.14,0.0,0.42
